reviews,titles
배우들도 아마 영화가 이렇게 나올 지는 몰랐을 것이다.,나노 테러리즘: CIA 비밀요원 (Headlock)
천하의 망작! 뭔 얘기준 알수도 없고 화면을 뮤비처럼 찍어 한시간반 동안 눈만 아픔,나노 테러리즘: CIA 비밀요원 (Headlock)
헹 ㅋㅋ,나노 테러리즘: CIA 비밀요원 (Headlock)
,나노 테러리즘: CIA 비밀요원 (Headlock)
관람객 새소리. 푸른 나무들. 따뜻한 사람들. 일요일 아침 따뜻한 영화보고 옴.,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
새로운 언어가 가져 오는 폭력성과 강제성. 고립되고 미쳤다는 소리를 들어야 지킬 수 있는 순수성. 언어는 마음을 알기 위한 도구이여야 한다는 메세지. 우리를 무덤까지 옥죄는 금기에 대한 탈출구는 신화에만 존재하는 걸...,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
친구여 소중한 내 친구여...신비로운 자연의 섭리와 인간의 위대한 감정은 경이롭구나!,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
관람객 자연의 소리를 귀기울여 듣게되는 영화,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
자신의 숨겨진 마스크를 직면하는 걸작,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
관람객 언어에 대해서 죽음에 대해서 새로운 생각,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
관람객 다수가 사용하는 언어를 말하는 사람들에게 태고의 언어만을 읊조리는 이사우로는 작은 동물같은 존재일 뿐. 자연과는 교감했지만 사랑하는 사람에게는 전달하지 못한 꿈.,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
관람객 정글의 산소를 흠뻑마신듯?미세먼지고통에서 잠시나마 해방된듯한착각이었나~~고집불통 두노인들이화해와 사랑으로 생을 마감하는?감동이었다,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
"관람객 실제하지만, 많은 사람들과 다르기때문에 차별받고 소수의 개인은 상처받고 죄의식을 느끼게 된다는. 지금의 모습을 그리려고 했던게 아닐까나의 취향에는 매우 좋았던 영화 간결하고 명확하고 주제의식이 저절로느껴지면서도...",나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
관람객 잔잔하면서도 격정적인,나는 다른 언어로 꿈을 꾼다 (I Dream in Another Language)
나는 아베가 너무너무 싫다,나는 예수님이 싫다 (Jesus)
어린이들의 순수함을 볼 수 있는 가볍고 밝은 영화. 더불어 어린시절의 기억까지 샘 솟게 한다.,나는 예수님이 싫다 (Jesus)
마냥 밝고 귀여운 영화인줄로만 알았는데.. 아이와 어른 사이 소년의 미묘한 마음이 일렁인다. 감독의 이십대 나이답지 않은 담백한 연출도 인상깊었음.,나는 예수님이 싫다 (Jesus)
관람객 오랜만에 아날로그 감성과 순수함을 느꼈습니다. 예쁜 영화로 마음 힐링 하세요!,나는 예수님이 싫다 (Jesus)
관람객 소소하지만 작은 언덕을 올라갔다 내려오는것 같았던 영화. 그리고 눈물 한방울 찔끔.,나는 예수님이 싫다 (Jesus)
고레에다가 왜 극찬했는지 알 것 같다,나는 예수님이 싫다 (Jesus)
"관람객 굉장히 감성적이 영화였어요. 고레에다 감독 스타일 좋아하는데, 잔잔하니 좋았습니다. 보고나서 찾아보니 감독이 22살이라고 해서 깜짝 놀랐어요. 그래서 더 동심을 잘 표현한 것 같기도.",나는 예수님이 싫다 (Jesus)
관람객 오랜만에 감동적인 관람이었습니다,나는 예수님이 싫다 (Jesus)
관람객 처음 나는 예수님이 싫다 라는 제목을 접했을때는 굉장히 자극적으로 느껴졌다. 영화를 보고 난 후에는 예수님을 처음 접한 어린이의 순수함과 귀여움이 느껴졌다.,나는 예수님이 싫다 (Jesus)
관람객 22살 감독이 연출 각본 편집 촬영까지 모두 다 해서 이런 작품이 나왔다니 너무 놀랍다,나는 예수님이 싫다 (Jesus)
대전 지역의 로컬 영화색이 진하고독립영화 특유의 느낌은 살아있네요.,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
이야기의 흐름이 상당히 자연스럽고 차분하면서도 결말을 향해 달려가는 모습이 인상적이었습니다.,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
감독의 고충을 그린 영화인것 같은데 너무 지루하고 재미가 없네요ㆍㆍㆍ,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
기대이상으로 웃기는 포인트도 많고 감독님도 잠깐 출연하시고 참신하네요,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
기대이상으로 잼있어요.대전배경도 좋았어요,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
지금까지 볼 수 없던 신선하고 재밌는 영홥니다,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
독립영화의 독특한 맛을 보네요...,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
재밌어요 꼭 보세요ㅠㅠ,나는 원래 대전에서 로맨틱 코미디를 찍으려고 했었다 (Daejeon Romantic comedy)
역사왜곡을 당당하게 하시네요. 안부끄러우세요???,나랏말싸미 (The King's Letters)
영화라고 봐주기엔 심각한 역사 훼손,나랏말싸미 (The King's Letters)
"불고신자가 불교머니로 만든 역사왜곡영화, 불교는 근거를 대지도 못하는데 지들끼리만 불교가 한글창제했다고 우김. 한글에 숟가락 올리다 못해 세종대왕 업적을 도적질 하는 영화",나랏말싸미 (The King's Letters)
"한글이 ""사람의 혀와 이, 목구멍 등 발음기관의 모양을 본떠서 만들었다""는 훈민정음 해례본이 발견되면서 한글은 다른 글을 모방한 것이 아니라 독창적으로 만들어졌다는 것이 정설이다.세종대왕의 단독 업적이...",나랏말싸미 (The King's Letters)
후려칠게 없어서 세종대왕억접을 후여치냐!!감독새이끼야!!,나랏말싸미 (The King's Letters)
한글을 스님이 만들었다라 ㅋㅋㅋ 세종대왕 피눈물흘리시겠다,나랏말싸미 (The King's Letters)
역사왜곡을 한 영화를 외국에 수출까지 한다고? 무슨 생각인지 참 궁금하네 되게 당당하네,나랏말싸미 (The King's Letters)
세상에..아무리 픽션이지만..세종대왕을 이런식으로 왜곡하냐..,나랏말싸미 (The King's Letters)
이거 역사왜곡아닌가요? 원각선종석보가 위작으로판명났는데 신미가 한글창제했다구요?제정신이 아닌 감독이군요 세종대왕및집현전 학자들 우롱하는거아닙니까? 마지막자막은 신미대사의가설을 넣고싶지않았다? 이게 엄벅동과머가다른가요...,나랏말싸미 (The King's Letters)
이것은 영화인가 오물인가. 왜곡도 이런 왜곡은 없었다.,나랏말싸미 (The King's Letters)
"악은 특별하지 않다. 어린아이들의 도 넘은 장난전화, 친척과의 식사자리, 전단지를 내팽겨치고 낚싯줄을 당기는 낚시꾼. 악은 이미 우리 일상에 뿌리내려져 있다. 극중에서 만선 낚시터 사람들의 모습은 우리의 평상시...",나를 찾아줘 (Bring Me Home)
영화가 재미있다거나 박진감 넘친다거나를 떠나서 살면서 꼭 한번씩 보고 아이를 잃어버린 가족들의 마음을 한순간이라도 공감했으면 하는 마음애서 만점 줬어요. 세상 찜찜하고 속타는 영화. 섬사람들이나 지역차별한다 선입견 ...,나를 찾아줘 (Bring Me Home)
나는 이런 영화가 싫다 영화가 싫다는게 아니라불행에 더큰불행이 닥치는 내용이 너무 무섭고 싫다..그치만 이보다 더 무서운건 정의감은 눈꼽만큼도 없는 경찰이다,나를 찾아줘 (Bring Me Home)
"관람객 자극적인 영화로 보이고 싶은 감독의 의욕만 보일뿐 정작 영화는 어떻게든 분량을 늘리고 싶어하는듯한 지루함으로 떡칠한 루즈한 연출의 일색, 영화가 지루하다는걸 연출진도 아는건지 중간중간 의도적으로 놀래키려는 사운드로 ...",나를 찾아줘 (Bring Me Home)
관람객 배우들의 연기는 좋았으나 감독의 연출과 시나리오가 아쉬웠다.,나를 찾아줘 (Bring Me Home)
가벼운 마음으로 보기에 충분히 무거운 영화. 출연 배우들의 연기 대결이 어마어마해서그런가 몰입감 최고임.,나를 찾아줘 (Bring Me Home)
아진짜 나만 남편 남동생인지 형인지 짜증남....? 솔직히 그 부부만 아니었어도 이렇게 안꼬였다 하..,나를 찾아줘 (Bring Me Home)
관람객 현실적 소재를 이렇게 B급 고구마영화로 만들버렷네요!후반부 액션?씬에서는 어처구니없어 뿜었슴! 이영애씨 연기가 아까웟슴!,나를 찾아줘 (Bring Me Home)
무서울 정도로 현실적이라 보는 내내 반성했어요...,나를 찾아줘 (Bring Me Home)
방금 조조로 봤습니다 신안 염전노예사건이 생각나네요 씁쓸합니다,나를 찾아줘 (Bring Me Home)
관람객 고양이를 안키워보신 분들이 만든 영화인거 같아요.,"나만 없어 고양이 (Hello, My Cat)"
고양이를 인스타로 배운 랜선집사들의 영화,"나만 없어 고양이 (Hello, My Cat)"
관람객 작위적인 억지감동 뻔한내용 일본영화따라한건가 어쨌든 연기한고양이 스트레스가걱정이었고 한시간반동안 그냥 우리집고양이랑 놀아주는게 이걸보는것보다나을듯,"나만 없어 고양이 (Hello, My Cat)"
정말 보는 내내 화만 돋군 영화입니다. 고양이에 대한 애정이 1이라도 있었다면 저렇게 안찍었겠죠. 저 영화를 보고 잘못된 상식으로 고양이에게 그릇된 해를 끼칠까봐 우려스럽습니다.,"나만 없어 고양이 (Hello, My Cat)"
집사가 보기에는 비추입니다.. 정말 고양이를 좋아하는 사람이 만든 영화인지 의문...,"나만 없어 고양이 (Hello, My Cat)"
내용도없고 감동도없고..두냥이 집사로써 중간중간 불편한 장면도 많았구요고양이를위한 영화라고 홍보안하셨으면 ㅠㅠㅠ,"나만 없어 고양이 (Hello, My Cat)"
고양이 별로안좋아했는데 영화본후로 좋아하게됐네요 재밌었어요~,"나만 없어 고양이 (Hello, My Cat)"
귀여움이 미쳣다 ㅠㅠ 진짜 강추영화 또 봐야지 ㅠㅠ,"나만 없어 고양이 (Hello, My Cat)"
"집사들에게는 공감을, 고양이를 좋아하는 사람들에겐 대리만족을 선사할 최고의 고양이 영화! 고양이 배우님들 연기력 짱짱!!","나만 없어 고양이 (Hello, My Cat)"
"영화 아니고 저예산 웹드라마입니다. 알바 풀어서 높은 평점 만들어도 사람들 보고 느끼는 것은 똑같습니다. 어떻게든 사람들 낚아서 관람객 수 높이려 하지 마시고, 스토리 탄탄한 영화를 만드세요. 한심합니다.","나만 없어 고양이 (Hello, My Cat)"
왜 등장했는지 모르겠는 강예원님... 야쿠자 털러갈때 4명이서 거거의 몇백명 상대해서 이김ㅋㅋㅋ 칼맞아도 절대 쓰러지지않는 울트라 캡숑파워맨들ㅋㅋㅋ 아무리 영화라지만 말이안돼ㅡㅡ 의미없는 김상중 간암 스토리는 왜 끼...,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
실관람 후기1. 개연성 전혀 없는 스토리2. Cg는 처음 포스터 바람에 날라가는 장면부터 허접스러웠음(후반까지 봐주기 힘듦)3. 마동석 캐릭터만 믿고 만든 영화4. 3번 때문에 너무 뻔한 전개(예상 가능한 전개는 걸...,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
옛말에 그런말이 있지. 부탁하면 들어줘라,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
마동석영화의 뻔함은 있지만 그 뻔함 또한 재밌다,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
회사에서 알바풀었나?,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
"와.. 나쁜녀석들 이라는 드라마를본사람들은 알거다,박웅철과오구탁의 싸움은 언제봐도 재밌고,지리고 또 지린다. 단지, 이정문과 정태수가안나와서 아쉬울뿐이다...",나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
"청불에서 15세로 바뀌니, 흐름을 방해하는 개그와 차량 폭파 cg는 엉성하였으며 과한 설정에 스토리는 산으로 갔다. 드라마에서 느꼈던 여운은 없다. 뭐 하는 녀석들인지..",나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
연출 개 똥 구립니다상업영화면 상업영화답게 웃기기라도 하던가,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
당신들 진짜 나쁜사람들이에요 이게 영화라고,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
이런 뻔한 영화는 그만. 허접스러운 국내영화들 억지로 쭉 상영하지 말고 좀 제대로 된 영화들에게 상영관들을 줘라.,나쁜 녀석들: 더 무비 (THE BAD GUYS: REIGN OF CHAOS)
"느린 기타리스트 지희양이 변하는 모습을 보면서 따뜻하고, 한편으로 반성도 하게 됐던 힐링 영화였습니다. 엄마의 뒷모습, 좋았어요!","나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
기준이라는 틀에서 약간 벗어나면 장애라는 이름을 붙이는 현실에 대하여 한번쯤 생각해보았습니다. 영화 보는 동안 울컥울컥했어요. 너무너무 감독적이였습니다. 많은 사람들에게 사랑 받는 영화가 되길 바래요 ~~,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
진짜 넘넘 감동입니다^^♡♡♡♡,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
보고 나서 한참 동안 여운이 느껴졌던 영화입니다.. 많은 사람들이 볼 수 있도록 상영관이 많아지길 하는 바람입니다..ㅠㅠ!,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
다큐멘터리만의 현장감이 느껴집니다. 감동적이네요.,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
장애인이 아니라 한 음악인의 이야기입니다. 그러나 그럼에도 블구하고 장애인의 노력과 희망이 돋보였습니다♥,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
기타리스트 김지희님의 성장스토리와 청아한 기타소리와 가슴 뭉클한 가족애를 볼 수 있는 영화. 강추~~입니다.,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
느리지만 천천히 내 마음에 스며들어 심금을 울리는 영화ㅠㅠ,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
여운이 이 글을 쓰는 아직까지도 남아 있네요. 오랜만에 만난 힐링영화!,"나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
"잔잔한 힐링영화. 가족영화이기도, 성장영화이기도, 장애영화이기도 하다.. 연출과 영상미가 뛰어납니다. 티켓값이 아깝지 않아요. 강추!!!!","나의 노래는 멀리멀리 (Free My Soul, Free My Song)"
시인을 알아보는 이도 시인입니다,나의 작은 시인에게 (The Kindergarten Teacher)
리사가 아이에게 집착하며 그렇게까지 해야했나 싶었으나 마지막 장면을 보고 오직 리사만이 아이의 재능을 정말 아끼고 그의 시에 귀기울여주고 있지않았나 싶다. 리사의 화장실 안에서 절규가 현실이지않을까..,나의 작은 시인에게 (The Kindergarten Teacher)
관람객 마지막 지미의 조그마한 소리가 잔잔하게 울립니다. 그 소리를 들을수있는 사람이 없다는 안타까운 현실,나의 작은 시인에게 (The Kindergarten Teacher)
진짜 어른은 그 재능을 꽃피워주려고 하지 않는다따뜻한 햇빛과 맑은 물을 공급해 줄 뿐이다그럼 어느날 아이는 스스로 재능을 발견하고스스로 꽃 피우길 선택한다Ps 꽃피우지 않아도 충분히 사랑스럽다.,나의 작은 시인에게 (The Kindergarten Teacher)
'시'를 이렇게 스릴있고 매력적인 소재로 그릴 수 있다니!,나의 작은 시인에게 (The Kindergarten Teacher)
마지막 장면은 여운이 너무 깊게 남아서 한동안 멍했다. 우리가 마주하고 싶지 않던 진심을 정면으로 응시하게 만드는 영화!! 진짜 오래도록 생각날 것 같다,나의 작은 시인에게 (The Kindergarten Teacher)
"아이를 위해 한 도덕적인 행동들 조차 나를 완벽히 예술가적인 사람으로 보이게 하기 위한 위선적 행동은 아니었을런지.... 그녀가 발견한 것은 아이의 재능인가, 아이의 재능을 알아챈 나의 안목인가. 무엇을 추구했던 ...",나의 작은 시인에게 (The Kindergarten Teacher)
관람객 마지막이 영화의 진정한 의미,나의 작은 시인에게 (The Kindergarten Teacher)
내가 꿈꾸는 이상과 내가 처한 현실의 간격은 이 영화가 보여준 만큼이다. 이렇게 근사한 은유로 보여주다니...,나의 작은 시인에게 (The Kindergarten Teacher)
관람객 메기 질렌할의 연기가 좋았다. 리사의 행동이 도가 지나친 것이 아닌가 했지만 마지막 장면에서 알 수 있듯이 시를 있는 그대로 알아봐 주는 것도 리사뿐.,나의 작은 시인에게 (The Kindergarten Teacher)
이광수 연기 이렇게 잘했었나..? 지루할틈 없이 두시간동안 웃다가 울다가. 볼만했다.,나의 특별한 형제 (INSEPARABLE BROS)
500만 찍으면 런닝맨 나온다고 했죠 500만 찍읍시다,나의 특별한 형제 (INSEPARABLE BROS)
신하균연기야 잘하는 건 알고 있었고 이광수의 재발견,나의 특별한 형제 (INSEPARABLE BROS)
형아. 뜨거워. 후후후훟 ㅎ,나의 특별한 형제 (INSEPARABLE BROS)
신하균 보러갔다 이광수에게 놀라고 온 영화,나의 특별한 형제 (INSEPARABLE BROS)
관람객 장애인이든 비장애인이든 서로가서로에게 부족한점 채워주며살면 살맛나는 세상이 되지않을까 생각된다...,나의 특별한 형제 (INSEPARABLE BROS)
관람객 114분의 눈물과 웃음 콜라보! 배우 이광수에게 제대로 입덕해버리는 영화. 보고나면 기분 좋아짐과 동시에 라면 땡겨버림ㅠㅠㅠ,나의 특별한 형제 (INSEPARABLE BROS)
극한직업보다 더 웃기고 재밌습니다.감동까지 있어서 올 최고의 영화였습니다.,나의 특별한 형제 (INSEPARABLE BROS)
이런 영화에 상영관 1개는 너무한거 아닙니까?,나의 특별한 형제 (INSEPARABLE BROS)
관람객 재밌게 보고왔지만 많은 생각을 하게 하는 영화랄까.. 사회적 약자들에 대해 생각해볼 수 있는 시간이 되는 영화였음,나의 특별한 형제 (INSEPARABLE BROS)
역시 기대하고 기다린 보람이 ㅠㅠㅠㅠ 무조건 2차 3차 가야합니다!,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
아 역시 존버는 승리해요 마지막 씬이 아주 대박,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
"박구고,,, ㅠㅠㅠ 스크린으로 볼 수 있게 해주셔ㅓ 감사합니다ㅠㅠㅠ",나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
개꿀잼이고 일본애니라고 평점 테러하는 야갤러들은 다 꺼져 주시길,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
진짜 마지막에 입이 안 다물어졌다...이건 n회차 돌려야해요..,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
관람객 온몸에 전율이 흘렀습니다조만간 또 보러가야 할것 같아요ㅋㅋ!!!,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
올마이트가 왜 넘버원 히어로인지 다시 한 번 느끼게 됐습니다~!,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
완전 기다렷습니다!~~,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
상영타임 늘려주세요ㅠ빨리 보러가고 싶어여ㅠㅠ,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
관람객 스토리는 평이했지만 .. 오랜만에 캐릭터들 봐서 좋았습니다!,나의 히어로 아카데미아 더 무비: 두 명의 히어로 (MY HERO ACADEMIA: Two Heroes)
관람객 지금 겨울왕국을 볼 때가 아닙니다,나이브스 아웃 (Knives Out)
너도 똥 먹어 너도 똥 먹고 다 똥 먹어,나이브스 아웃 (Knives Out)
다 좋지만 현대차 의문의 1패,나이브스 아웃 (Knives Out)
그래서 마르타는 파라과이 사람이냐 우루과이 사람이냐 브라질 사람이냐 에콰도르 사람이냐,나이브스 아웃 (Knives Out)
관람객 여주: 이 영화는 너무 노잼 입니다 (우웩),나이브스 아웃 (Knives Out)
관람객 번역은 역시 갓석희추리소설 보는 느낌이고너무 몰입감있게 봤어요역시 인성이 쵝오인것을 다시 한번 생각한 작품,나이브스 아웃 (Knives Out)
관람객 이 영화가 2시간 10분짜리였다니,나이브스 아웃 (Knives Out)
관람객 본능 적으로 친절하고 착한 사람은 거짓과 악의에 놀아나지 않지,나이브스 아웃 (Knives Out)
선한 사람이 가진 ‘착한 마음’ 그걸 이용하려는 ‘악의’가 있다하더라도 그것은 언젠가 밝혀진다,나이브스 아웃 (Knives Out)
"Eat shit, eat shit, and eat shit, definitely eat shit",나이브스 아웃 (Knives Out)
오늘 여의도cgv에서 8시10분꺼 봤습니다 영화시작하고 10분만에 '아 OO 똥밟았다' 느꼈습니다 정신질환있는 초등학생들이 만든영화인게 분명합니다 부디 귀중한 돈과 시간과 정신건강을 지키시기바랍...,나이트메어 시네마 (Nightmare Cinema)
영화보다 영화 보던 중 아버지에게 전화 온게 더 무서웠어요,나이트메어 시네마 (Nightmare Cinema)
아 평점 보고 갔어야했는데,나이트메어 시네마 (Nightmare Cinema)
이거 뭐 영화에 sf 공포 스릴러 다 들어가 있네 영화감독 5명이서 이런걸 쳐만들었다는게 믿기지가 않네,나이트메어 시네마 (Nightmare Cinema)
살면서 이런 잦 같은 영화는 처음보네 화가난다 정신질환걸리겠네,나이트메어 시네마 (Nightmare Cinema)
이걸 영화라고 만든거임? 겁나 시끄럽고 재미 1도 없음 보지마셈ㅠㅠ,나이트메어 시네마 (Nightmare Cinema)
개연성 ㅈ도없고 OOO기영화 아 돈아까움,나이트메어 시네마 (Nightmare Cinema)
이게 도대체 영화가 맞는거냐,나이트메어 시네마 (Nightmare Cinema)
"아니 이걸 영화라고 만들어놨네;; 옴니버스 내용에 기승전결에서 승,전을 생략하고 만드네 ;; 올레티비같은데서 무료영화로 풀어놔도 1화보고 바로 포화속으로 보고 전우애 다지는 게 훨 낫지;; 아 진짜 23년 영화보면서...",나이트메어 시네마 (Nightmare Cinema)
이게 공포냐?코미디에 가깝네 진진함이 없는 영화,나이트메어 시네마 (Nightmare Cinema)
"영화 보고나온 관객들이 난폭해질 영화,,",난폭한 기록 (Fist & Furious)
기대는 하지마세요 정두홍은 정우성 연기톤을 따라하는건지 암튼 류덕환이 멱살잡아서 겨우 끝까지 보긴햇는데 그냥 조잡한 씨급영화라 보심됩니자,난폭한 기록 (Fist & Furious)
차라리 머리보다 목에 칼박혀서 말 못하는 컨셉이였으면?,난폭한 기록 (Fist & Furious)
류덕환이라는 배우의 힘이 이다지도 강할줄이야 혼자서 모든 스토리를 이어간다 삼류영화가 범작으로,난폭한 기록 (Fist & Furious)
정두홍의 연기는 짝패에서 유종의 미를 거두었어야 했다! 무술감독으로만 영화에 참여했다면 결과는 또 달랐을것같은데...하...ㄷㄷ,난폭한 기록 (Fist & Furious)
두홍이가 날라차기를 하는 3초동안 존윅이 발잡아다 넘어트리고 두홍이 목에다 칼을 꼽습니다.,난폭한 기록 (Fist & Furious)
관람객 내가 극장 본 영화중 최악,난폭한 기록 (Fist & Furious)
정두홍씨 그냥 무술 감독만 하시지... 왜 주연으로 출현해 이런 망할 영화를...,난폭한 기록 (Fist & Furious)
올해 본 영화 워스트1위,난폭한 기록 (Fist & Furious)
두홍이를 때리고 싶다 난폭하게,난폭한 기록 (Fist & Furious)
전체의 행복을 위해서라면 개인의 행복을 희생해도 괜찮은가,날씨의 아이 (Weathering With You)
재미 있으면 공감버튼을 눌러주세요,날씨의 아이 (Weathering With You)
미츠하랑 타키나오는데 나중에 타키 할머니 찾아갔을때 할머니 팔목에 미츠하 팔찌를 착용하고있었음 이거보고 신카이 마코토한테 시사회에서 관람객이 뭐냐고 물어봤는데 타키랑 미츠하가 결혼하고 미츠하가 타키 할머니한테 만들어...,날씨의 아이 (Weathering With You)
관람객 이영화는 집단(도쿄)응 위해 개인(히나)의 희생을 당연시하는 일본 전체주의를 비판하는 영화 입니다결말을 보시면 아시겠지만 결국 도쿄가 물에 잠기는 엔딩인데 감독은 근대부터 이뤄진 일본의 전체주의사상을 비판하는 메세지...,날씨의 아이 (Weathering With You)
스포일러가 포함된 감상평입니다. 감상평 보기,날씨의 아이 (Weathering With You)
영상미는 좋았는데... 스토리는 아쉬웠음. 떡밥회수도 안되고 그래서 뭘 말하고 싶은건지... 너의이름은 기대하고 보는 사람은 실망 많이 할 듯,날씨의 아이 (Weathering With You)
비 오는 날이 그리 나쁘지만은 않은 것 같다.,날씨의 아이 (Weathering With You)
폭풍우가 휩쓸고 간 개연성,날씨의 아이 (Weathering With You)
미츠하는 백화점에서 일하고있었다.,날씨의 아이 (Weathering With You)
아이맥스 폭죽놀이는 역대급이다,날씨의 아이 (Weathering With You)
60분은 너무 짧은거 아니냐,남편 친구와 즐기는 육덕아내 (S and M)
친구 와이프가 이정도면 나도 즐길수있겟다!!,남편 친구와 즐기는 육덕아내 (S and M)
오우라마나미의 한차원 다른 연기와 와꾸 이건..읍..읍..필감..,남편 친구와 즐기는 육덕아내 (S and M)
와 몸매 ㄹㅇ ㅆㅅㅌㅊ 지립니다,남편 친구와 즐기는 육덕아내 (S and M)
ㅆㄷㅆㄷ ㄹㅇ,남편 친구와 즐기는 육덕아내 (S and M)
길어서 좋았다.. ㅋㅋ 찰진 대사가 베리 굿,내 여자의 남자들
명불허전...백세리정말 좋아요,내 여자의 남자들
완전 취저ㅋㅋㅋ존나 재밌음 로맨스 조아하고 코미디 조아하는 사람 꼭 봐라,내 완벽한 남사친의 비밀 (Unleashed)
동물 좋아하는 사람 취향에 딱맞는 로맨틱?코메디. 개 고양이 둘다 너무 귀엽다.,내 완벽한 남사친의 비밀 (Unleashed)
넘나 귀엽구 웃김 강아지 고양이 키우는 사람들은 보면 겹쳐서 재밌을거에요 ㅋㅋㅋ,내 완벽한 남사친의 비밀 (Unleashed)
쉐임리스보러간다..ㅋㅋ,내 완벽한 남사친의 비밀 (Unleashed)
너무재밌는뎈ㅋㅋㅋㅋ,내 완벽한 남사친의 비밀 (Unleashed)
이걸 놓치면 안된다. 덜 알려진게 이상하다,내 완벽한 남사친의 비밀 (Unleashed)
믿고 보는 댕댕이와 냥이,내 완벽한 남사친의 비밀 (Unleashed)
티비에서 해주길래 우연히 봣는데 존잼 고양이 안아줄때 그르릉에서 젤 웃김,내 완벽한 남사친의 비밀 (Unleashed)
너무 재밌게 잘봤습니다 ^ ^ 익숙한 얼굴들이 많이 나와서 반갑기도 하고 특히 예전에 드래곤볼에 나오셨던 저스틴 ㅎㅎㅎㅎ 디에고역이 너무너무 잘 어울려서 반해버렸네요~ 반려동물을 키우시는 분들이라면 너무 공감되고 즐...,내 완벽한 남사친의 비밀 (Unleashed)
너무 귀엽고 웃기고 따뜻한 영화,내 완벽한 남사친의 비밀 (Unleashed)
감명받았습니다 추처놤,내 이웃과의 섹스라이프
독립영화수준입니다. 결국은 사랑이 섹스보다 우선이라는,내 이웃과의 섹스라이프
계약서 써달라쿠는데 니하고 내사이가 어딧노 사장노무 객끼들.,내가 사는 세상 (Back from the Beat)
관람객 때론 형식적인 희망보다 현실적인 절망이 위로가 될 때가 있죠,내가 사는 세상 (Back from the Beat)
뭘말하려는진 알겠는데 구차한방식,내가 사는 세상 (Back from the Beat)
관람객 우린 남들에게 늘 잘 사는 척 해왔다. 사실은 그렇지 않다. 당신이 잘지내? 라고만 물어봤기 때문에 응이라고 대답했을 뿐,내가 사는 세상 (Back from the Beat)
도데체 뭘 얘기하고 싶은거야?,내가 사는 세상 (Back from the Beat)
